source,target,weight
Koch,Souraphiel,1
Koch,Onaiyekan,1
Koch,You Heung-Sik,1
Koch,Prevost,3
Koch,Woelki,1
Koch,Roche,1
Koch,Aviz,1
Koch,Koovakad,1
Koch,Ryś,1
Koch,Ghirlanda,1
Koch,Ouédraogo,1
Koch,Erdő,1
Koch,Rocha,1
Koch,Dolan,1
Koch,Costa,1
Koch,Parolin,3
Koch,Zenari,1
Koch,Hollerich,1
Koch,Suharyo Hardjoatmodjo,1
Koch,Harvey,1
Koch,Mureşan,1
Koch,Mangkhanekhoun,1
Koch,Sako,2
Koch,Poli,1
Koch,Baselios,2
Koch,Pizzaballa,2
Koch,Cupich,1
Koch,Piacenza,1
Koch,Collins,1
Koch,Fernández,4
Koch,Turkson,2
Koch,Chow Sau-Yan,1
Koch,Semeraro,3
Koch,Petrocchi,1
Koch,Mulla,1
Koch,Advincula,1
Koch,Ryłko,1
Koch,Arborelius,3
Koch,Schönborn,2
Koch,Ladaria Ferrer,2
Koch,Marx,1
Koch,Grech,2
Koch,Cantoni,1
Koch,Dew,1
Koch,Brislin,1
Koch,Raï,1
Koch,Ricard,1
Erdő,Nemet,1
Erdő,Rugambwa,1
Erdő,Nichols,1
Erdő,Scherer,1
Erdő,Souraphiel,1
Erdő,Bo,1
Erdő,You Heung-Sik,2
Erdő,Prevost,2
Erdő,Versaldi,1
Erdő,Parolin,2
Erdő,Harvey,1
Erdő,Sako,2
Erdő,Poli,1
Erdő,Petrocchi,1
Erdő,Ladaria Ferrer,1
Erdő,Furtado,1
Erdő,Woelki,1
Erdő,Patabendige Don,1
Erdő,Sturla Berhouet,1
Erdő,Gracias,1
Erdő,Roche,1
Erdő,Aviz,1
Erdő,Ryś,1
Erdő,Ghirlanda,1
Erdő,Ouédraogo,1
Erdő,Dolan,1
Erdő,Coccopalmerio,1
Erdő,Zenari,1
Erdő,Farrell,2
Erdő,Mureşan,1
Erdő,Baselios,1
Erdő,Pizzaballa,1
Erdő,Cupich,1
Erdő,Piacenza,1
Erdő,Collins,1
Erdő,Fernández,2
Erdő,Turkson,1
Erdő,Semeraro,2
Erdő,Tempesta,1
Erdő,Arborelius,2
Erdő,Schönborn,1
Erdő,Rossi,1
Erdő,Marx,2
Erdő,Bozanić,1
Erdő,Grech,2
Erdő,Dew,1
Erdő,Raï,1
Erdő,Aós Braco,1
Ryłko,Ryś,1
Ryłko,Makrickas,1
Ryłko,Harvey,1
Ryłko,Petrocchi,1
Ryłko,Piacenza,1
Ryłko,Brislin,1
Ryłko,Semeraro,1
Rosales,David,1
Ryś,Dziwisz,1
Ryś,Rugambwa,1
Ryś,Nichols,1
Ryś,Bo,1
Ryś,You Heung-Sik,2
Ryś,Prevost,1
Ryś,Parolin,2
Ryś,Advincula,1
Ryś,Furtado,1
Ryś,Woelki,1
Ryś,Patabendige Don,1
Ryś,Sturla Berhouet,1
Ryś,Roche,2
Ryś,Aviz,2
Ryś,Cupich,2
Ryś,Piacenza,1
Ryś,Fernández,1
Ryś,Turkson,1
Ryś,Semeraro,1
Ryś,Tempesta,1
Ryś,Ouédraogo,1
Ryś,Rocha,1
Ryś,Arborelius,1
Ryś,Rossi,1
Ryś,Bozanić,1
Ryś,Grech,2
Ryś,Cantoni,1
Ryś,Dew,1
Ryś,Farrell,1
Ryś,Aós Braco,1
Zubeir Wako,Mulla,1
Mulla,Onaiyekan,1
Mulla,Prevost,1
Mulla,Parolin,1
Mulla,Ghirlanda,1
Mulla,Fernández,1
Mulla,Turkson,1
Mulla,Semeraro,1
Mulla,Schönborn,1
Suharyo Hardjoatmodjo,Darmaatmadja,1
Suharyo Hardjoatmodjo,Rugambwa,1
Suharyo Hardjoatmodjo,Scherer,1
Suharyo Hardjoatmodjo,Baldisseri,1
Suharyo Hardjoatmodjo,You Heung-Sik,1
Suharyo Hardjoatmodjo,Prevost,1
Suharyo Hardjoatmodjo,Parolin,1
Suharyo Hardjoatmodjo,Sako,1
Suharyo Hardjoatmodjo,Patabendige Don,1
Suharyo Hardjoatmodjo,Sturla Berhouet,1
Suharyo Hardjoatmodjo,Kambanda,1
Suharyo Hardjoatmodjo,Baselios,1
Suharyo Hardjoatmodjo,Roche,1
Suharyo Hardjoatmodjo,Kutwa,1
Suharyo Hardjoatmodjo,Mafi,1
Suharyo Hardjoatmodjo,Fernández,1
Suharyo Hardjoatmodjo,Turkson,1
Suharyo Hardjoatmodjo,Chow Sau-Yan,1
Suharyo Hardjoatmodjo,Koovakad,1
Suharyo Hardjoatmodjo,Ghirlanda,1
Suharyo Hardjoatmodjo,Tempesta,1
Suharyo Hardjoatmodjo,Ouédraogo,2
Suharyo Hardjoatmodjo,Ferrão,1
Suharyo Hardjoatmodjo,Njue,1
Suharyo Hardjoatmodjo,Robles Ortega,1
Suharyo Hardjoatmodjo,Dolan,1
Suharyo Hardjoatmodjo,Schönborn,1
Suharyo Hardjoatmodjo,Bozanić,1
Suharyo Hardjoatmodjo,Furtado,1
Suharyo Hardjoatmodjo,Tsarahazana,1
Suharyo Hardjoatmodjo,Dew,1
Suharyo Hardjoatmodjo,Farrell,1
Suharyo Hardjoatmodjo,Hollerich,1
Suharyo Hardjoatmodjo,Harvey,1
Suharyo Hardjoatmodjo,Mangkhanekhoun,2
Tong Hon,Chow Sau-Yan,1
Chow Sau-Yan,Zen Ze-kiun,1
Chow Sau-Yan,Mangkhanekhoun,1
Chow Sau-Yan,Sako,1
Chow Sau-Yan,Koovakad,1
Chow Sau-Yan,Ouédraogo,1
Chow Sau-Yan,Hollerich,1
Chow Sau-Yan,Baselios,1
Onaiyekan,Okpaleke,1
Onaiyekan,Fernández,1
Onaiyekan,Parolin,1
Onaiyekan,Turkson,1
Onaiyekan,Schönborn,1
Onaiyekan,Semeraro,1
Onaiyekan,Ghirlanda,1
Onaiyekan,Prevost,1
Okpaleke,Ramazzini Imeri,1
Okpaleke,Mcelroy,1
Okpaleke,Fernández,1
Okpaleke,Farrell,1
Okpaleke,Porras Cardozo,1
Okpaleke,Goh,1
Okpaleke,Gregory,1
Baldisseri,Spengler,1
Baldisseri,Rugambwa,1
Baldisseri,Scherer,1
Baldisseri,Patabendige Don,1
Baldisseri,Sturla Berhouet,1
Baldisseri,Kambanda,1
Baldisseri,Roche,1
Baldisseri,Kutwa,1
Baldisseri,Mafi,1
Baldisseri,Fernández,1
Baldisseri,Turkson,1
Baldisseri,Ghirlanda,1
Baldisseri,Tempesta,1
Baldisseri,Ouédraogo,1
Baldisseri,Ferrão,1
Baldisseri,Njue,1
Baldisseri,Robles Ortega,1
Baldisseri,You Heung-Sik,1
Baldisseri,Dolan,1
Baldisseri,Schönborn,1
Baldisseri,Prevost,1
Baldisseri,Bozanić,1
Baldisseri,Furtado,1
Baldisseri,Tsarahazana,1
Baldisseri,Dew,1
Baldisseri,Parolin,1
Baldisseri,Farrell,1
Baldisseri,Harvey,1
Baldisseri,Mangkhanekhoun,1
Dolan,Rugambwa,1
Dolan,Nichols,1
Dolan,Scherer,1
Dolan,Souraphiel,1
Dolan,You Heung-Sik,1
Dolan,Prevost,2
Dolan,Parolin,2
Dolan,Harvey,1
Dolan,Mangkhanekhoun,1
Dolan,Sako,1
Dolan,Poli,1
Dolan,Kambanda,1
Dolan,Mafi,1
Dolan,Ladaria Ferrer,1
Dolan,Furtado,1
Dolan,Patabendige Don,1
Dolan,Sturla Berhouet,1
Dolan,Roche,1
Dolan,Kutwa,1
Dolan,Ghirlanda,1
Dolan,Ouédraogo,1
Dolan,Njue,1
Dolan,Robles Ortega,1
Dolan,Baselios,1
Dolan,Pizzaballa,1
Dolan,Collins,1
Dolan,Fernández,2
Dolan,Turkson,1
Dolan,Semeraro,1
Dolan,Tempesta,1
Dolan,Ferrão,1
Dolan,Arborelius,1
Dolan,Schönborn,2
Dolan,Marx,1
Dolan,Bozanić,1
Dolan,Tsarahazana,1
Dolan,Dew,1
Dolan,Zenari,1
Dolan,Farrell,1
Dolan,Raï,1
Dolan,Mureşan,1
Spengler,Steiner,1
Steiner,Bo,1
Steiner,Prevost,1
Steiner,Do Carmo Da Silva,1
Steiner,Ladaria Ferrer,1
Steiner,Sturla Berhouet,1
Steiner,Kutwa,1
Steiner,Ghirlanda,1
Steiner,Duka,1
Steiner,Farrell,1
Steiner,Ambongo Besungu,1
Steiner,Rossi,1
Stafford,Farina,1
Farina,Brandmüller,1
Vesco,Barbarin,1
Ladaria Ferrer,Nichols,2
Ladaria Ferrer,Scherer,1
Ladaria Ferrer,Souraphiel,1
Ladaria Ferrer,Bo,1
Ladaria Ferrer,You Heung-Sik,1
Ladaria Ferrer,Prevost,3
Ladaria Ferrer,Costa,1
Ladaria Ferrer,Parolin,1
Ladaria Ferrer,Sako,2
Ladaria Ferrer,Poli,1
Ladaria Ferrer,Kambanda,1
Ladaria Ferrer,Do Carmo Da Silva,1
Ladaria Ferrer,Woelki,1
Ladaria Ferrer,Sturla Berhouet,1
Ladaria Ferrer,Nycz,1
Ladaria Ferrer,Roche,1
Ladaria Ferrer,Kutwa,1
Ladaria Ferrer,Ghirlanda,1
Ladaria Ferrer,Duka,1
Ladaria Ferrer,Tsarahazana,1
Ladaria Ferrer,Zenari,1
Ladaria Ferrer,Farrell,1
Ladaria Ferrer,Hollerich,1
Ladaria Ferrer,Mureşan,1
Ladaria Ferrer,Ambongo Besungu,1
Ladaria Ferrer,De Kesel,1
Ladaria Ferrer,Baselios,1
Ladaria Ferrer,Pizzaballa,2
Ladaria Ferrer,Collins,1
Ladaria Ferrer,Fernández,3
Ladaria Ferrer,Turkson,1
Ladaria Ferrer,Semeraro,1
Ladaria Ferrer,Aguiar Retes,1
Ladaria Ferrer,Arborelius,2
Ladaria Ferrer,Schönborn,1
Ladaria Ferrer,Rossi,1
Ladaria Ferrer,Marx,1
Ladaria Ferrer,Grech,1
Ladaria Ferrer,Lacunza Maestrojuán,1
Ladaria Ferrer,Dew,1
Ladaria Ferrer,Raï,1
Ladaria Ferrer,Aós Braco,1
Ladaria Ferrer,Ricard,1
Pizzaballa,Nichols,2
Pizzaballa,Souraphiel,1
Pizzaballa,Prevost,1
Pizzaballa,Costa,1
Pizzaballa,Parolin,1
Pizzaballa,Sako,1
Pizzaballa,Poli,1
Pizzaballa,Ricard,1
Pizzaballa,Woelki,1
Pizzaballa,Zenari,1
Pizzaballa,Mureşan,1
Pizzaballa,Baselios,1
Pizzaballa,Collins,1
Pizzaballa,Fernández,2
Pizzaballa,Turkson,1
Pizzaballa,Semeraro,1
Pizzaballa,Arborelius,2
Pizzaballa,Schönborn,1
Pizzaballa,Marx,1
Pizzaballa,Grech,1
Pizzaballa,Dew,1
Pizzaballa,Raï,1
Parolin,Makrickas,1
Parolin,Rugambwa,2
Parolin,Nichols,2
Parolin,Scherer,1
Parolin,Souraphiel,1
Parolin,Bo,1
Parolin,You Heung-Sik,3
Parolin,Prevost,4
Parolin,Patabendige Don,2
Parolin,Woelki,1
Parolin,Sturla Berhouet,2
Parolin,Gracias,1
Parolin,Roche,3
Parolin,Kutwa,1
Parolin,Aviz,2
Parolin,Ghirlanda,2
Parolin,Ouédraogo,2
Parolin,Njue,1
Parolin,Robles Ortega,1
Parolin,Rocha,2
Parolin,Tsarahazana,1
Parolin,Zenari,1
Parolin,Farrell,2
Parolin,Hollerich,1
Parolin,Harvey,1
Parolin,Mureşan,1
Parolin,Mangkhanekhoun,1
Parolin,Sako,1
Parolin,Ambongo Besungu,1
Parolin,Poli,1
Parolin,Kambanda,1
Parolin,Baselios,1
Parolin,Cupich,2
Parolin,Mafi,1
Parolin,Piacenza,1
Parolin,Collins,1
Parolin,Fernández,4
Parolin,Turkson,3
Parolin,Semeraro,3
Parolin,Tempesta,2
Parolin,Advincula,1
Parolin,Ferrão,1
Parolin,Arborelius,2
Parolin,Schönborn,3
Parolin,Rossi,1
Parolin,Marx,1
Parolin,Bozanić,2
Parolin,Grech,2
Parolin,Furtado,2
Parolin,Cantoni,1
Parolin,Dew,2
Parolin,Raï,1
Parolin,Aós Braco,1
Turkson,Rugambwa,2
Turkson,Nichols,1
Turkson,Scherer,1
Turkson,Bo,1
Turkson,You Heung-Sik,2
Turkson,Prevost,2
Turkson,Costa,1
Turkson,Harvey,2
Turkson,Mangkhanekhoun,1
Turkson,Kambanda,1
Turkson,Mafi,1
Turkson,Furtado,2
Turkson,Ricard,1
Turkson,Woelki,3
Turkson,Patabendige Don,2
Turkson,Sturla Berhouet,3
Turkson,Roche,2
Turkson,Kutwa,1
Turkson,Pierre,1
Turkson,Aviz,1
Turkson,Ghirlanda,2
Turkson,Ouédraogo,2
Turkson,Njue,1
Turkson,Robles Ortega,1
Turkson,Tsarahazana,1
Turkson,Farrell,3
Turkson,Cupich,1
Turkson,Piacenza,1
Turkson,Fernández,3
Turkson,Semeraro,2
Turkson,Tempesta,2
Turkson,Ferrão,1
Turkson,Arborelius,1
Turkson,Schönborn,2
Turkson,Rossi,1
Turkson,Bozanić,2
Turkson,Grech,2
Turkson,Dew,3
Turkson,Aós Braco,1
Piacenza,Rugambwa,1
Piacenza,Bo,1
Piacenza,You Heung-Sik,1
Piacenza,Harvey,1
Piacenza,Petrocchi,1
Piacenza,Furtado,1
Piacenza,Woelki,1
Piacenza,Patabendige Don,1
Piacenza,Sturla Berhouet,1
Piacenza,Roche,1
Piacenza,Aviz,1
Piacenza,Ouédraogo,1
Piacenza,Farrell,1
Piacenza,Cupich,1
Piacenza,Semeraro,2
Piacenza,Tempesta,1
Piacenza,Rossi,1
Piacenza,Bozanić,1
Piacenza,Grech,1
Piacenza,Dew,1
Piacenza,Brislin,1
Piacenza,Aós Braco,1
Poli,Fernández,2
Poli,Bokalic Iglic,1
Poli,Nichols,1
Poli,Souraphiel,1
Poli,Prevost,1
Poli,Sako,1
Poli,Arborelius,1
Poli,Baselios,1
Poli,Schönborn,1
Poli,Marx,1
Poli,Collins,1
Poli,Zenari,1
Poli,Semeraro,1
Poli,Raï,1
Poli,Mureşan,1
Fernández,Rugambwa,1
Fernández,Nichols,3
Fernández,Scherer,2
Fernández,Ramazzini Imeri,1
Fernández,Souraphiel,1
Fernández,You Heung-Sik,4
Fernández,Prevost,6
Fernández,Costa,1
Fernández,Harvey,1
Fernández,Mangkhanekhoun,1
Fernández,Sako,2
Fernández,Kambanda,2
Fernández,Mafi,1
Fernández,Mcelroy,1
Fernández,Advincula,1
Fernández,Furtado,1
Fernández,Lacunza Maestrojuán,1
Fernández,Ricard,1
Fernández,Gregory,1
Fernández,Woelki,1
Fernández,Patabendige Don,1
Fernández,Sturla Berhouet,1
Fernández,Gracias,1
Fernández,Nycz,1
Fernández,Roche,3
Fernández,Kutwa,1
Fernández,Goh,1
Fernández,Aviz,1
Fernández,Porras Cardozo,1
Fernández,Ghirlanda,3
Fernández,Ouédraogo,1
Fernández,Rocha,1
Fernández,Njue,1
Fernández,Robles Ortega,1
Fernández,Coccopalmerio,1
Fernández,Tsarahazana,2
Fernández,Zenari,1
Fernández,Farrell,3
Fernández,Hollerich,1
Fernández,Mureşan,1
Fernández,De Kesel,1
Fernández,Baselios,1
Fernández,Cupich,1
Fernández,Collins,1
Fernández,Semeraro,2
Fernández,Aguiar Retes,1
Fernández,Tempesta,1
Fernández,Ferrão,1
Fernández,Arborelius,3
Fernández,Schönborn,3
Fernández,Marx,1
Fernández,Bozanić,1
Fernández,Grech,2
Fernández,Cantoni,1
Fernández,Dew,2
Fernández,Raï,1
Fernández,Aós Braco,1
Cantoni,Nichols,1
Cantoni,You Heung-Sik,1
Cantoni,Prevost,1
Cantoni,Advincula,1
Cantoni,Roche,1
Cantoni,Aviz,1
Cantoni,Rocha,1
Cantoni,Cupich,1
Cantoni,Arborelius,1
Cantoni,Grech,1
Tempesta,Costa,2
Tempesta,Rugambwa,2
Tempesta,Scherer,1
Tempesta,Ramazzini Imeri,1
Tempesta,Bo,1
Tempesta,Rueda Aparicio,1
Tempesta,You Heung-Sik,2
Tempesta,Prevost,2
Tempesta,Harvey,1
Tempesta,Mangkhanekhoun,1
Tempesta,Kambanda,1
Tempesta,Mafi,1
Tempesta,Furtado,2
Tempesta,Lacunza Maestrojuán,1
Tempesta,Woelki,1
Tempesta,Patabendige Don,2
Tempesta,Sturla Berhouet,3
Tempesta,Roche,2
Tempesta,Kutwa,1
Tempesta,Aviz,1
Tempesta,Porras Cardozo,1
Tempesta,Ghirlanda,1
Tempesta,Ouédraogo,2
Tempesta,García Rodríguez,1
Tempesta,Rocha,1
Tempesta,Njue,1
Tempesta,Robles Ortega,2
Tempesta,Tsarahazana,1
Tempesta,Farrell,2
Tempesta,Cupich,1
Tempesta,Semeraro,1
Tempesta,Aguiar Retes,1
Tempesta,Ferrão,1
Tempesta,Schönborn,1
Tempesta,Rossi,1
Tempesta,Bozanić,2
Tempesta,Grech,1
Tempesta,Dew,2
Tempesta,Aós Braco,2
Costa,Nichols,1
Costa,Ramazzini Imeri,1
Costa,Rueda Aparicio,1
Costa,Prevost,1
Costa,García Rodríguez,1
Costa,Woelki,1
Costa,Rocha,1
Costa,Arborelius,1
Costa,Sturla Berhouet,1
Costa,Robles Ortega,1
Costa,Grech,1
Costa,Lacunza Maestrojuán,1
Costa,Dew,1
Costa,Porras Cardozo,1
Costa,Aguiar Retes,1
Costa,Aós Braco,1
Costa,Ricard,1
Pengo,Rugambwa,1
Rugambwa,Patabendige Don,2
Rugambwa,Woelki,1
Rugambwa,Sturla Berhouet,2
Rugambwa,Kambanda,1
Rugambwa,Roche,2
Rugambwa,Kutwa,1
Rugambwa,Scherer,1
Rugambwa,Cupich,1
Rugambwa,Mafi,1
Rugambwa,Aviz,1
Rugambwa,Semeraro,1
Rugambwa,Ghirlanda,1
Rugambwa,Ouédraogo,2
Rugambwa,Bo,1
Rugambwa,Ferrão,1
Rugambwa,Njue,1
Rugambwa,Robles Ortega,1
Rugambwa,You Heung-Sik,2
Rugambwa,Schönborn,1
Rugambwa,Rossi,1
Rugambwa,Prevost,1
Rugambwa,Bozanić,2
Rugambwa,Grech,1
Rugambwa,Furtado,2
Rugambwa,Tsarahazana,1
Rugambwa,Dew,2
Rugambwa,Farrell,2
Rugambwa,Harvey,1
Rugambwa,Aós Braco,1
Rugambwa,Mangkhanekhoun,1
Mcelroy,Mahony,1
Mcelroy,Ramazzini Imeri,1
Mcelroy,Poola,1
Mcelroy,Mangkhanekhoun,1
Mcelroy,Francis,1
Mcelroy,Goh,1
Mcelroy,Farrell,1
Mcelroy,Porras Cardozo,1
Mcelroy,Gregory,1
Brislin,Napier,1
Brislin,Harvey,1
Brislin,Petrocchi,1
Brislin,Semeraro,1
Abril Y Castelló,Porco Ticona,1
Abril Y Castelló,Petrocchi,1
Abril Y Castelló,Schönborn,1
Patabendige Don,Scherer,1
Patabendige Don,Bo,1
Patabendige Don,You Heung-Sik,2
Patabendige Don,Prevost,1
Patabendige Don,Harvey,1
Patabendige Don,Mangkhanekhoun,1
Patabendige Don,Kambanda,1
Patabendige Don,Mafi,1
Patabendige Don,Furtado,2
Patabendige Don,Woelki,1
Patabendige Don,Sturla Berhouet,2
Patabendige Don,Roche,2
Patabendige Don,Kutwa,1
Patabendige Don,Cupich,1
Patabendige Don,Aviz,1
Patabendige Don,Semeraro,1
Patabendige Don,Ghirlanda,1
Patabendige Don,Ouédraogo,2
Patabendige Don,Ferrão,1
Patabendige Don,Njue,1
Patabendige Don,Robles Ortega,1
Patabendige Don,Schönborn,1
Patabendige Don,Rossi,1
Patabendige Don,Bozanić,2
Patabendige Don,Grech,1
Patabendige Don,Tsarahazana,1
Patabendige Don,Dew,2
Patabendige Don,Farrell,2
Patabendige Don,Aós Braco,1
Woelki,Nichols,2
Woelki,Scherer,1
Woelki,Bo,1
Woelki,You Heung-Sik,2
Woelki,Prevost,1
Woelki,Harvey,1
Woelki,Petrocchi,1
Woelki,Advincula,1
Woelki,Furtado,1
Woelki,Ricard,1
Woelki,Sturla Berhouet,2
Woelki,Nycz,1
Woelki,Roche,1
Woelki,Cupich,1
Woelki,Pierre,1
Woelki,Aviz,2
Woelki,Porras Cardozo,1
Woelki,Semeraro,1
Woelki,Ouédraogo,1
Woelki,García Rodríguez,1
Woelki,Rocha,1
Woelki,Arborelius,2
Woelki,Rossi,1
Woelki,Bozanić,1
Woelki,Grech,2
Woelki,Dew,2
Woelki,Farrell,2
Woelki,Aós Braco,1
Sturla Berhouet,Scherer,1
Sturla Berhouet,Ramazzini Imeri,1
Sturla Berhouet,Bo,2
Sturla Berhouet,Rueda Aparicio,1
Sturla Berhouet,You Heung-Sik,2
Sturla Berhouet,Prevost,3
Sturla Berhouet,Harvey,2
Sturla Berhouet,Mangkhanekhoun,1
Sturla Berhouet,Kambanda,1
Sturla Berhouet,Mafi,1
Sturla Berhouet,Do Carmo Da Silva,1
Sturla Berhouet,Furtado,2
Sturla Berhouet,Lacunza Maestrojuán,1
Sturla Berhouet,Roche,2
Sturla Berhouet,Kutwa,2
Sturla Berhouet,Pierre,1
Sturla Berhouet,Aviz,1
Sturla Berhouet,Porras Cardozo,1
Sturla Berhouet,Ghirlanda,2
Sturla Berhouet,Duka,1
Sturla Berhouet,Ouédraogo,2
Sturla Berhouet,García Rodríguez,1
Sturla Berhouet,Rocha,1
Sturla Berhouet,Njue,1
Sturla Berhouet,Robles Ortega,2
Sturla Berhouet,Tsarahazana,1
Sturla Berhouet,Farrell,4
Sturla Berhouet,Ambongo Besungu,1
Sturla Berhouet,Cupich,1
Sturla Berhouet,Semeraro,1
Sturla Berhouet,Aguiar Retes,1
Sturla Berhouet,Ferrão,1
Sturla Berhouet,Schönborn,1
Sturla Berhouet,Rossi,2
Sturla Berhouet,Bozanić,2
Sturla Berhouet,Grech,1
Sturla Berhouet,Dew,2
Sturla Berhouet,Aós Braco,2
Kambanda,Scherer,2
Kambanda,You Heung-Sik,2
Kambanda,Prevost,2
Kambanda,Harvey,1
Kambanda,Mangkhanekhoun,1
Kambanda,Sako,1
Kambanda,De Kesel,1
Kambanda,Nycz,1
Kambanda,Roche,2
Kambanda,Kutwa,1
Kambanda,Mafi,1
Kambanda,Aguiar Retes,1
Kambanda,Ghirlanda,1
Kambanda,Ouédraogo,1
Kambanda,Ferrão,1
Kambanda,Njue,1
Kambanda,Robles Ortega,1
Kambanda,Schönborn,1
Kambanda,Bozanić,1
Kambanda,Furtado,1
Kambanda,Tsarahazana,2
Kambanda,Lacunza Maestrojuán,1
Kambanda,Dew,1
Kambanda,Farrell,1
Kambanda,Hollerich,1
Kambanda,Aós Braco,1
Roche,Nichols,1
Roche,Scherer,2
Roche,Bo,1
Roche,You Heung-Sik,4
Roche,Prevost,4
Roche,Harvey,1
Roche,Mangkhanekhoun,1
Roche,Sako,1
Roche,Mafi,1
Roche,Advincula,1
Roche,Furtado,2
Roche,Lacunza Maestrojuán,1
Roche,Nycz,1
Roche,Kutwa,1
Roche,Aviz,2
Roche,Ghirlanda,1
Roche,Ouédraogo,2
Roche,Rocha,1
Roche,Njue,1
Roche,Robles Ortega,1
Roche,Tsarahazana,2
Roche,Farrell,3
Roche,Hollerich,1
Roche,De Kesel,1
Roche,Cupich,2
Roche,Semeraro,1
Roche,Aguiar Retes,1
Roche,Ferrão,1
Roche,Arborelius,1
Roche,Schönborn,1
Roche,Rossi,1
Roche,Bozanić,2
Roche,Grech,2
Roche,Dew,2
Roche,Aós Braco,2
Kutwa,Scherer,1
Kutwa,Bo,1
Kutwa,You Heung-Sik,1
Kutwa,Prevost,2
Kutwa,Harvey,1
Kutwa,Mangkhanekhoun,1
Kutwa,Mafi,1
Kutwa,Do Carmo Da Silva,1
Kutwa,Furtado,1
Kutwa,Ghirlanda,2
Kutwa,Duka,1
Kutwa,Ouédraogo,1
Kutwa,Ferrão,1
Kutwa,Njue,1
Kutwa,Robles Ortega,1
Kutwa,Schönborn,1
Kutwa,Rossi,1
Kutwa,Bozanić,1
Kutwa,Tsarahazana,1
Kutwa,Dew,1
Kutwa,Farrell,2
Kutwa,Ambongo Besungu,1
Scherer,Nichols,1
Scherer,Nycz,2
Scherer,Aviz,1
Scherer,Porras Cardozo,1
Scherer,Ghirlanda,1
Scherer,Ouédraogo,1
Scherer,García Rodríguez,1
Scherer,Rocha,1
Scherer,Njue,1
Scherer,Robles Ortega,1
Scherer,You Heung-Sik,3
Scherer,Prevost,3
Scherer,Tsarahazana,2
Scherer,Farrell,1
Scherer,Hollerich,1
Scherer,Harvey,1
Scherer,Mangkhanekhoun,1
Scherer,Sako,2
Scherer,De Kesel,1
Scherer,Mafi,1
Scherer,Petrocchi,2
Scherer,Aguiar Retes,1
Scherer,Advincula,1
Scherer,Ferrão,1
Scherer,Arborelius,2
Scherer,Schönborn,1
Scherer,Marx,1
Scherer,Bozanić,1
Scherer,Furtado,1
Scherer,Lacunza Maestrojuán,1
Scherer,Dew,1
Scherer,Aós Braco,1
Cupich,Nichols,1
Cupich,Bo,1
Cupich,You Heung-Sik,2
Cupich,Prevost,1
Cupich,Advincula,1
Cupich,Furtado,1
Cupich,Aviz,2
Cupich,Ouédraogo,1
Cupich,Rocha,1
Cupich,Farrell,1
Cupich,Semeraro,1
Cupich,Arborelius,1
Cupich,Rossi,1
Cupich,Bozanić,1
Cupich,Grech,2
Cupich,Dew,1
Cupich,Aós Braco,1
Mafi,You Heung-Sik,1
Mafi,Prevost,1
Mafi,Harvey,1
Mafi,Mangkhanekhoun,1
Mafi,Ghirlanda,1
Mafi,Ouédraogo,1
Mafi,Ferrão,1
Mafi,Njue,1
Mafi,Robles Ortega,1
Mafi,Schönborn,1
Mafi,Bozanić,1
Mafi,Furtado,1
Mafi,Tsarahazana,1
Mafi,Dew,1
Mafi,Farrell,1
Aviz,Nichols,2
Aviz,Bo,1
Aviz,You Heung-Sik,3
Aviz,Prevost,2
Aviz,Petrocchi,1
Aviz,Advincula,2
Aviz,Furtado,1
Aviz,Nycz,1
Aviz,Porras Cardozo,1
Aviz,Semeraro,1
Aviz,Ouédraogo,1
Aviz,García Rodríguez,1
Aviz,Rocha,2
Aviz,Arborelius,2
Aviz,Rossi,1
Aviz,Bozanić,1
Aviz,Grech,2
Aviz,Dew,1
Aviz,Farrell,1
Aviz,Aós Braco,1
Semeraro,Nichols,1
Semeraro,Souraphiel,1
Semeraro,Bo,2
Semeraro,You Heung-Sik,1
Semeraro,Prevost,2
Semeraro,Harvey,1
Semeraro,Sako,1
Semeraro,Petrocchi,1
Semeraro,Maeda,1
Semeraro,Furtado,1
Semeraro,Ghirlanda,1
Semeraro,Ouédraogo,1
Semeraro,Langlois,1
Semeraro,Zenari,1
Semeraro,Farrell,1
Semeraro,Mureşan,1
Semeraro,Baselios,1
Semeraro,Collins,1
Semeraro,Arborelius,1
Semeraro,Schönborn,2
Semeraro,Rossi,1
Semeraro,Marx,1
Semeraro,Bozanić,1
Semeraro,Grech,1
Semeraro,Dew,1
Semeraro,Raï,1
Semeraro,Aós Braco,1
Ghirlanda,Bo,1
Ghirlanda,You Heung-Sik,2
Ghirlanda,Prevost,4
Ghirlanda,Harvey,1
Ghirlanda,Mangkhanekhoun,1
Ghirlanda,Do Carmo Da Silva,1
Ghirlanda,Furtado,1
Ghirlanda,Gracias,1
Ghirlanda,Duka,1
Ghirlanda,Ouédraogo,1
Ghirlanda,Njue,1
Ghirlanda,Robles Ortega,1
Ghirlanda,Coccopalmerio,1
Ghirlanda,Tsarahazana,1
Ghirlanda,Farrell,3
Ghirlanda,Ambongo Besungu,1
Ghirlanda,Ferrão,1
Ghirlanda,Schönborn,2
Ghirlanda,Rossi,1
Ghirlanda,Bozanić,1
Ghirlanda,Dew,1
Ouédraogo,Bo,1
Ouédraogo,You Heung-Sik,2
Ouédraogo,Prevost,1
Ouédraogo,Harvey,1
Ouédraogo,Mangkhanekhoun,2
Ouédraogo,Sako,1
